id_indicador,nombre,año,notas
1002000008,Porcentaje de hombres de 60 y más años,2015,Corresponde a residentes habituales de viviendas particulares
1002000008,Porcentaje de hombres de 60 y más años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000008,Porcentaje de hombres de 60 y más años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000008,Porcentaje de hombres de 60 y más años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000008,Porcentaje de hombres de 60 y más años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000009,Porcentaje de mujeres de 60 y más años,2015,Corresponde a residentes habituales de viviendas particulares
1002000009,Porcentaje de mujeres de 60 y más años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000009,Porcentaje de mujeres de 60 y más años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000009,Porcentaje de mujeres de 60 y más años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000009,Porcentaje de mujeres de 60 y más años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000010,Edad mediana,2010,La información es censal y está referida al 12 de junio de 2010.
1002000010,Edad mediana,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000010,Edad mediana,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000010,Edad mediana,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000011,Edad mediana hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000011,Edad mediana hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000011,Edad mediana hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000011,Edad mediana hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000012,Edad mediana mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000012,Edad mediana mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000012,Edad mediana mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000012,Edad mediana mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000013,Promedio de hijos nacidos vivos de las mujeres de 12 años y más,2010,Excluye a la población que no especificó la edad o el número de hijos nacidos vivos.
1002000013,Promedio de hijos nacidos vivos de las mujeres de 12 años y más,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000013,Promedio de hijos nacidos vivos de las mujeres de 12 años y más,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000014,Población en hogares censales,2020,La información está referida al 15 de marzo de 2020.
1002000014,Población en hogares censales,2015,La información está referida al 15 de marzo de 2015.
1002000014,Población en hogares censales,2010,La información es censal y está referida al 12 de junio de 2010.
1002000014,Población en hogares censales,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000014,Población en hogares censales,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000015,Población en hogares familiares,2010,La información es censal y está referida al 12 de junio de 2010.
1002000015,Población en hogares familiares,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000015,Población en hogares familiares,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000016,Población en hogares no familiares,2010,La información es censal y está referida al 12 de junio de 2010.
1002000016,Población en hogares no familiares,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000016,Población en hogares no familiares,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000018,Hogares censales,2020,La información está referida al 15 de marzo de 2020.
1002000018,Hogares censales,2015,La información está referida al 15 de marzo de 2015.
1002000018,Hogares censales,2010,La información es censal y está referida al 12 de junio de 2010.
1002000018,Hogares censales,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000018,Hogares censales,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000019,Hogares con jefatura masculina,2010,La información es censal y está referida al 12 de junio de 2010.
1002000019,Hogares con jefatura masculina,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000019,Hogares con jefatura masculina,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000020,Hogares con jefatura femenina,2010,La información es censal y está referida al 12 de junio de 2010.
1002000020,Hogares con jefatura femenina,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000020,Hogares con jefatura femenina,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000021,Tamaño promedio de los hogares censales,2020,Personas por hogar.
1002000021,Tamaño promedio de los hogares censales,2015,Personas por hogar.
1002000021,Tamaño promedio de los hogares censales,2010,Personas por hogar.
1002000021,Tamaño promedio de los hogares censales,2005,Personas por hogar.
1002000021,Tamaño promedio de los hogares censales,2000,Personas por hogar.
1002000021,Tamaño promedio de los hogares censales,1995,Personas por hogar.
1002000022,Tamaño promedio de los hogares con jefe hombre,2010,La información es censal y está referida al 12 de junio de 2010.
1002000022,Tamaño promedio de los hogares con jefe hombre,2005,Personas por hogar.
1002000022,Tamaño promedio de los hogares con jefe hombre,2000,Personas por hogar.
1002000022,Tamaño promedio de los hogares con jefe hombre,1995,Personas por hogar.
1002000023,Tamaño promedio de los hogares con jefe mujer,2010,La información es censal y está referida al 12 de junio de 2010.
1002000023,Tamaño promedio de los hogares con jefe mujer,2005,Personas por hogar.
1002000023,Tamaño promedio de los hogares con jefe mujer,2000,Personas por hogar.
1002000023,Tamaño promedio de los hogares con jefe mujer,1995,Personas por hogar.
1002000024,Relación hombres-mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000024,Relación hombres-mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000024,Relación hombres-mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000024,Relación hombres-mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,La información está referida al 15 de marzo de 2015.
1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,La información es censal y está referida al 12 de junio de 2010.
1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000055,Población de edad no especificada,2010,La información es censal y está referida al 12 de junio de 2010.
1002000055,Población de edad no especificada,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000055,Población de edad no especificada,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000055,Población de edad no especificada,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000055,Población de edad no especificada,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000056,Población de edad no especificada. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000056,Población de edad no especificada. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000056,Población de edad no especificada. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000056,Población de edad no especificada. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000056,Población de edad no especificada. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000057,Población de edad no especificada. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000057,Población de edad no especificada. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000057,Población de edad no especificada. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000057,Población de edad no especificada. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000057,Población de edad no especificada. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000058,Población de 0 a 4 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000058,Población de 0 a 4 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000058,Población de 0 a 4 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000058,Población de 0 a 4 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000058,Población de 0 a 4 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000059,Población de 0 a 4 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000059,Población de 0 a 4 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000059,Población de 0 a 4 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000059,Población de 0 a 4 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000059,Población de 0 a 4 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000060,Población de 0 a 4 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000060,Población de 0 a 4 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000060,Población de 0 a 4 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000060,Población de 0 a 4 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000060,Población de 0 a 4 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000061,Población de 10 a 14 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000061,Población de 10 a 14 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000061,Población de 10 a 14 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000061,Población de 10 a 14 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000061,Población de 10 a 14 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000062,Población de 10 a 14 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000062,Población de 10 a 14 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000062,Población de 10 a 14 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000062,Población de 10 a 14 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000062,Población de 10 a 14 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000063,Población de 10 a 14 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000063,Población de 10 a 14 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000063,Población de 10 a 14 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000063,Población de 10 a 14 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000063,Población de 10 a 14 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000064,Población de 100 años y más,2010,La información es censal y está referida al 12 de junio de 2010.
1002000064,Población de 100 años y más,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000064,Población de 100 años y más,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000064,Población de 100 años y más,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000064,Población de 100 años y más,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000065,Población de 100 años y más. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000065,Población de 100 años y más. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000065,Población de 100 años y más. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000065,Población de 100 años y más. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000065,Población de 100 años y más. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000066,Población de 100 años y más. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000066,Población de 100 años y más. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000066,Población de 100 años y más. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000066,Población de 100 años y más. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000066,Población de 100 años y más. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000067,Población de 15 a 19 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000067,Población de 15 a 19 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000067,Población de 15 a 19 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000067,Población de 15 a 19 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000067,Población de 15 a 19 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000068,Población de 15 a 19 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000068,Población de 15 a 19 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000068,Población de 15 a 19 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000068,Población de 15 a 19 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000068,Población de 15 a 19 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000069,Población de 15 a 19 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000069,Población de 15 a 19 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000069,Población de 15 a 19 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000069,Población de 15 a 19 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000069,Población de 15 a 19 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000070,Población de 20 a 24 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000070,Población de 20 a 24 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000070,Población de 20 a 24 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000070,Población de 20 a 24 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000070,Población de 20 a 24 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000071,Población de 20 a 24 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000071,Población de 20 a 24 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000071,Población de 20 a 24 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000071,Población de 20 a 24 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000071,Población de 20 a 24 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000072,Población de 20 a 24 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000072,Población de 20 a 24 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000072,Población de 20 a 24 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000072,Población de 20 a 24 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000072,Población de 20 a 24 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000073,Población de 25 a 29 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000073,Población de 25 a 29 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000073,Población de 25 a 29 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000073,Población de 25 a 29 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000073,Población de 25 a 29 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000074,Población de 25 a 29 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000074,Población de 25 a 29 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000074,Población de 25 a 29 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000074,Población de 25 a 29 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000074,Población de 25 a 29 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000075,Población de 25 a 29 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000075,Población de 25 a 29 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000075,Población de 25 a 29 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000075,Población de 25 a 29 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000075,Población de 25 a 29 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000076,Población de 30 a 34 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000076,Población de 30 a 34 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000076,Población de 30 a 34 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000076,Población de 30 a 34 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000076,Población de 30 a 34 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000077,Población de 30 a 34 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000077,Población de 30 a 34 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000077,Población de 30 a 34 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000077,Población de 30 a 34 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000077,Población de 30 a 34 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000078,Población de 30 a 34 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000078,Población de 30 a 34 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000078,Población de 30 a 34 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000078,Población de 30 a 34 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000078,Población de 30 a 34 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000079,Población de 35 a 39 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000079,Población de 35 a 39 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000079,Población de 35 a 39 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000079,Población de 35 a 39 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000079,Población de 35 a 39 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000080,Población de 35 a 39 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000080,Población de 35 a 39 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000080,Población de 35 a 39 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000080,Población de 35 a 39 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000080,Población de 35 a 39 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000081,Población de 35 a 39 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000081,Población de 35 a 39 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000081,Población de 35 a 39 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000081,Población de 35 a 39 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000081,Población de 35 a 39 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000082,Población de 40 a 44 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000082,Población de 40 a 44 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000082,Población de 40 a 44 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000082,Población de 40 a 44 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000082,Población de 40 a 44 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000083,Población de 40 a 44 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000083,Población de 40 a 44 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000083,Población de 40 a 44 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000083,Población de 40 a 44 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000083,Población de 40 a 44 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000084,Población de 40 a 44 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000084,Población de 40 a 44 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000084,Población de 40 a 44 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000084,Población de 40 a 44 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000084,Población de 40 a 44 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000085,Población de 45 a 49 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000085,Población de 45 a 49 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000085,Población de 45 a 49 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000085,Población de 45 a 49 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000085,Población de 45 a 49 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000086,Población de 45 a 49 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000086,Población de 45 a 49 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000086,Población de 45 a 49 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000086,Población de 45 a 49 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000086,Población de 45 a 49 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000087,Población de 45 a 49 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000087,Población de 45 a 49 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000087,Población de 45 a 49 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000087,Población de 45 a 49 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000087,Población de 45 a 49 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000088,Población de 5 a 9 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000088,Población de 5 a 9 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000088,Población de 5 a 9 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000088,Población de 5 a 9 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000088,Población de 5 a 9 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000089,Población de 5 a 9 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000089,Población de 5 a 9 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000089,Población de 5 a 9 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000089,Población de 5 a 9 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000089,Población de 5 a 9 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000090,Población de 5 a 9 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000090,Población de 5 a 9 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000090,Población de 5 a 9 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000090,Población de 5 a 9 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000090,Población de 5 a 9 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000091,Población de 50 a 54 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000091,Población de 50 a 54 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000091,Población de 50 a 54 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000091,Población de 50 a 54 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000091,Población de 50 a 54 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000092,Población de 50 a 54 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000092,Población de 50 a 54 años. Hombres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000092,Población de 50 a 54 años. Hombres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000092,Población de 50 a 54 años. Hombres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000092,Población de 50 a 54 años. Hombres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000093,Población de 50 a 54 años. Mujeres,2010,La información es censal y está referida al 12 de junio de 2010.
1002000093,Población de 50 a 54 años. Mujeres,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000093,Población de 50 a 54 años. Mujeres,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000093,Población de 50 a 54 años. Mujeres,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000093,Población de 50 a 54 años. Mujeres,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000094,Población de 55 a 59 años,2010,La información es censal y está referida al 12 de junio de 2010.
1002000094,Población de 55 a 59 años,2005,La información es censal y está referida al 17 de octubre del 2005.
1002000094,Población de 55 a 59 años,2000,La información es censal y está referida al 14 de febrero del 2000.
1002000094,Población de 55 a 59 años,1995,La información es censal y está referida al 5 de noviembre de 1995.
1002000094,Población de 55 a 59 años,1990,La información es censal y está referida al 12 de marzo de 1990.
1002000095,Población de 55 a 59 años. Hombres,2010,La información es censal y está referida al 12 de junio de 2010.
